desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
4.69569E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610200655_s.jpg,20230610,조치원읍 행복2길 8,[고양이] 믹스묘,검정 얼룩,2022(년생),2.34(Kg),세종-세종-2023-00223,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610200655.jpeg,보호중,F,U,[Table],세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시,동물복지담당,044-300-7616
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706110_s.jpg,20230610,적중면,[개] 푸들,갈색,2016(년생),3(Kg),경남-합천-2023-00304,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706110.jpg,보호중,M,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706414_s.jpg,20230610,쌍책면,[개] 믹스견,흰색,2023(60일미만)(년생),4(Kg),경남-합천-2023-00303,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706414.jpg,보호중,M,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706399_s.jpg,20230610,쌍책면,[개] 믹스견,흰색,2023(60일미만)(년생),5(Kg),경남-합천-2023-00302,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706399.jpg,보호중,F,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706176[1]_s.jpg,20230610,쌍책면,[개] 믹스견,흰색,2023(60일미만)(년생),4(Kg),경남-합천-2023-00301,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706176[1].jpg,보호중,F,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610170685[1]_s.jpg,20230610,쌍책면,[개] 믹스견,흰색,2023(60일미만)(년생),3(Kg),경남-합천-2023-00300,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610170685[1].jpg,보호중,M,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706739_s.jpg,20230610,봉산면,[고양이] 한국 고양이,갈색,2023(60일미만)(년생),1(Kg),경남-합천-2023-00299,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706739.jpg,보호중,F,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706616[1]_s.jpg,20230610,봉산면,[고양이] 한국 고양이,갈색,2023(60일미만)(년생),1(Kg),경남-합천-2023-00298,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706616[1].jpg,보호중,F,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706520_s.jpg,20230610,봉산면,[고양이] 한국 고양이,갈색,2023(60일미만)(년생),2(Kg),경남-합천-2023-00297,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706520.jpg,보호중,M,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48548E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706154_s.jpg,20230610,봉산면,[고양이] 한국 고양이,갈색,2023(60일미만)(년생),1(Kg),경남-합천-2023-00296,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706154.jpg,보호중,F,N,[Table],태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,강으뜸,055-930-3565
4.48531E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101606227_s.jpg,20230610,진주시 판문동 138-1,[개] 믹스견,검정색+흰색,2023(60일미만)(년생),2.3(Kg),경남-진주-2023-00263,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101606227.jpg,보호중,M,N,[Table],진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204
4.48531E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101606551_s.jpg,20230610,진주시 판문동 138-1,[개] 믹스견,검정색+흰색,2023(60일미만)(년생),1.6(Kg),경남-진주-2023-00262,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101606551.jpeg,보호중,F,N,[Table],진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204
4.48531E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306636_s.jpg,20230610,진주시 서장대로 291-9,[개] 믹스견,검정색+흰색,2023(60일미만)(년생),1.6(Kg),경남-진주-2023-00261,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306636.jpg,보호중,F,N,[Table],진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204
4.48531E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306389_s.jpg,20230610,진주시 하촌로 227,[개] 믹스견,갈색+흰색,2023(60일미만)(년생),7.4(Kg),경남-진주-2023-00260,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306389.jpg,보호중,M,N,[Table],진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204
4.48531E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306707_s.jpg,20230610,진주시 금곡면 검암리 920-1,[개] 믹스견,갈색+흰색,2021(년생),8.9(Kg),경남-진주-2023-00259,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306707.jpeg,보호중,M,N,[Table],진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204
4.47522E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706263_s.jpg,20230610,석적읍중리 나래원편의점앞,[개] 포메라니안,흰색,2018(년생),3(Kg),경북-칠곡-2023-00117,20230610,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306101706263.jpg,보호중,M,Y,[Table],칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,경상북도 칠곡군,동물보호담당,054-979-6493
4.47508E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101806227[1]_s.jpg,20230610,구미시 인의동 491-1 후드커피부근,[고양이] 스코티시폴드,흰회검,2019(년생),3.0(Kg),경북-구미-2023-00218,20230610,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306101806227[1].jpg,보호중,M,Y,[Table],반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시,백창훈,054-480-5844
4.47508E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101806553_s.jpg,20230610,구미시 형곡동 142,[고양이] 페르시안-페르시안 친칠라,검갈흰,2020(년생),2.5(Kg),경북-구미-2023-00217,20230610,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306101806553.jpg,보호중,F,U,[Table],반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시,백창훈,054-480-5844
4.47508E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101606380_s.jpg,20230610,선상서로322 혜성주용소,[개] 불독,흰색.갈색,2021(년생),15(Kg),경북-구미-2023-00216,20230610,20230622,http://www.animal.go.kr/files/shelter/2023/05/202306101606380.jpg,보호중,M,N,[Table],구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206  ,경상북도 구미시,백창훈,054-480-5844
4.47502E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706386_s.jpg,20230610,경북 포항시 북구 양덕로 60 풍림아이원 103동 인근,[고양이] 한국 고양이,황백,2023(60일미만)(년생),0.2(Kg),경북-포항-2023-00536,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706386.jpg,보호중,F,N,[Table],(사)영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,경상북도 포항시,이형석,054-270-3368
4.47502E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101606857_s.jpg,20230610,경북 포항시 북구 양덕로 60 풍림아이원 103동 인근,[고양이] 한국 고양이,황백,2023(60일미만)(년생),0.2(Kg),경북-포항-2023-00535,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101606857.jpg,보호중,M,N,[Table],(사)영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,경상북도 포항시,이형석,054-270-3368
4.47502E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101606757_s.jpg,20230610,경북 포항시 남구 희망대로 935-2,[개] 믹스견,흑백,2023(60일미만)(년생),1(Kg),경북-포항-2023-00534,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101606757.jpg,보호중,M,N,[Table],(사)영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,경상북도 포항시,이형석,054-270-3368
4.4648E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101906408_s.jpg,20230610,기독병원부근,[개] 믹스견,흰색,2021(년생),12(Kg),전남-목포-2023-00283,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101906408.jpg,보호중,M,U,[Table],목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 목포시,축산방역팀,061-270-8693
4.45467E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506151_s.jpg,20230610,성산면 공업단지 부근,[개] 믹스견,갈/흰/검,2023(년생),3(Kg),전북-군산-2023-00593,20230610,20230623,http://www.animal.go.kr/files/shelter/2023/05/202306101506151.jpg,보호중,M,N,[Table],군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20  ,전라북도 군산시,박상빈,063-454-5913
4.45464E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610170612_s.jpg,20230610,효자휴먼시아 산책로 ,[고양이] 한국 고양이,검정색 흰색 노란색,2023(60일미만)(년생),0.5(Kg),전북-전주-2023-00727,20230610,20230619,http://www.animal.go.kr/files/shelter/2023/05/20230610170612.jpg,보호중,F,N,[Table],늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원) ",전라북도 전주시,김민석,063-281-5277
4.45464E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506243_s.jpg,20230610,세병호부근,[고양이] 한국 고양이,고등어,2023(60일미만)(년생),0.5(Kg),전북-전주-2023-00726,20230610,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306101506243.jpg,보호중,M,N,[Table],하나동물병원,063-253-5677,전라북도 전주시 덕진구 덕진동2가 송천중앙로 17 (덕진동2가) ,전라북도 전주시,김민석,063-281-5277
4.44462E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706879_s.jpg,20230610,백사장 2길 13,[개] 포메라니안,황색,2016(년생),4(Kg),충남-태안-2023-00312,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706879.jpg,보호중,M,U,[Table],최동물병원,041-672-0346,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군,태안군,041-670-2371
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706990_s.jpg,20230610,강내면 월탄리,[개] 푸들,갈색,2015(년생),4(Kg),충북-청주-2023-00543,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706990.jpeg,보호중,F,U,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706622_s.jpg,20230610,오창 과학산업3로 68-6,[고양이] 한국 고양이,턱시도,2023(년생),0.5(Kg),충북-청주-2023-00542,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706622.jpeg,보호중,F,N,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706212_s.jpg,20230610,남일면 가산리 71-2,[개] 푸들,연갈색,2020(년생),4(Kg),충북-청주-2023-00541,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706212.jpeg,보호중,F,U,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610170605_s.jpg,20230610,성화 휴먼시아 5단지,[개] 프렌치 불독,연갈색,2021(년생),10(Kg),충북-청주-2023-00540,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610170605.jpeg,보호중,M,Y,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706593_s.jpg,20230610,모충동 411-10,[개] 푸들,흰,2015(년생),5(Kg),충북-청주-2023-00539,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706593.jpeg,보호중,M,N,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706931_s.jpg,20230610,모충동 411-10,[개] 믹스견,흰갈,2015(년생),3.5(Kg),충북-청주-2023-00538,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706931.jpeg,보호중,M,N,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.43571E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406803_s.jpg,20230610,봉명동 백봉아파트 인근,[개] 스탠다드 푸들,흰색,2021(년생),15(Kg),충북-청주-2023-00537,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101406803.jpg,종료(반환),F,U,[Table],반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296
4.42419E+14,http://www.animal.go.kr/files/shelter/2023/05/202306102306192_s.jpg,20230610,태장동 산23-1부근,[개] 골든 리트리버,"연,갈색",2016(년생),35(Kg),강원-원주-2023-00338,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306102306192.jpg,보호중,M,N,[Table],원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 ,강원특별자치도 원주시,원주시,033-737-4443
4.42419E+14,http://www.animal.go.kr/files/shelter/2023/05/202306102306797_s.jpg,20230610,태장반점앞,[고양이] 한국 고양이,"흰,갈,검정",2023(60일미만)(년생),1.4(Kg),강원-원주-2023-00337,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306102306797.jpg,보호중,M,N,[Table],원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 ,강원특별자치도 원주시,원주시,033-737-4443
4.42418E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101606568_s.jpg,20230610,영서로 3282,[개] 푸들,흰색,2021(년생),10(Kg),강원-춘천-2023-00226,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101606568.jpg,보호중,F,U,[Table],춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,강원특별자치도 춘천시,춘천시 동물보호센터,033-245-5785
4.41554E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506504_s.jpg,20230610,광주시 이배재로 일대,[고양이] 한국 고양이,삼색,2023(60일미만)(년생),0.30(Kg),경기-광주-2023-00356,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101506504.jpg,보호중,F,N,[Table],광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,경기도 광주시,동물보호팀,031-760-4419
4.41554E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506153_s.jpg,20230610, 광주시 송정동 일대,[고양이] 한국 고양이,노랑색,2021(년생),5.50(Kg),경기-광주-2023-00355,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101506153.jpg,보호중,M,Y,[Table],광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,경기도 광주시,동물보호팀,031-760-4419
4.41404E+14,http://www.animal.go.kr/files/shelter/2023/05/202306102106481_s.jpg,20230610,감이로102번길33,[개] 믹스견,갈색,2023(60일미만)(년생),10(Kg),경기-하남-2023-00205,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306102106481.jpg,보호중,F,N,[Table],하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,경기도 하남시,식품위생농업과,031-790-6317
4.41404E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610210674_s.jpg,20230610,감이로102번길33,[개] 라브라도 리트리버,연 노랑,2018(년생),30(Kg),경기-하남-2023-00204,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610210674.jpg,보호중,F,N,[Table],하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,경기도 하남시,식품위생농업과,031-790-6317
4.41399E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101706514_s.jpg,20230610,진접읍 금강로 진접 119안전센터,[고양이] 페르시안,흰색,2019(년생),2.9(Kg),경기-남양주-2023-00447,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101706514.jpg,보호중,F,N,[Table],남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324
4.41399E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101206424_s.jpg,20230610,진접읍 금강로 1554-11,[개] 믹스견,크림색,2020(년생),11(Kg),경기-남양주-2023-00446,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101206424.jpg,종료(반환),F,N,[Table],남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324
4.41394E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406419_s.jpg,20230610,북한동 산1-1 부근,[개] 믹스견,"회색,검정",2023(년생),2.6(Kg),경기-고양-2023-00428,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101406419.jpg,보호중,M,N,[Table],고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657
